shop_id,shop_name,nkreview_source,nkreview_nick,nkreview_reg_date,nkreview_content
58,리필위드유,네이버맵,nat****,2022-10-17,좋아요
58,리필위드유,네이버맵,jr****,2022-01-24,친환경적이요
58,리필위드유,네이버맵,jin****,2022-10-11,친환경 좋아요
58,리필위드유,네이버맵,han****,2022-05-14,제로웨이스트 마켓. 작은 변화로 지구와 환경을 지켜요~
58,리필위드유,네이버맵,cub****,2022-01-21,비건.제로 웨이스트샵.리필 스테이션 샵!아기자기하고 예뻐요지구를 살리는 바른 소비패턴에 한걸음 더~~^^
58,리필위드유,네이버맵,andante0,2022-09-07,산본에 이런곳이 있다니!! 구경하는 재미가 있어요.
59,마리앤하우스,카카오맵,👏👏👏,2021-03-17,제로웨이스트샵 좋아요!!
59,마리앤하우스,네이버맵,조방D,2020-12-19,친환경제품들이 많아요.
59,마리앤하우스,네이버맵,조방D,2021-11-14,일회용품을 줄이고 플라스틱을 줄일 수 있는 곳
59,마리앤하우스,네이버맵,예니5134,2020-09-11,"사장님의 제로웨이스트에 대한 공부와 열정이 느껴지는 곳입니다! 항상 친절하시고, 반겨주세요! 무엇보다 비누 완전 좋아요!!! 자주 애용할께요~"
59,마리앤하우스,네이버맵,나비79,2021-09-26,조아요
59,마리앤하우스,네이버맵,가링33,2021-08-30,사장님도 정말 친절하시고 제로웨이스트를 위한 다양한 용품들이 많았어요 세척한 용기를 들고와 세제리필 원하는 만큼 담아 살 수 있는 용기내 프로젝트 너무 멋집니다
59,마리앤하우스,네이버맵,flqj10,2020-08-30,#친환경용품 코로나와 기후변화로 인한 환경을 생각하게 되었는데 판매하시는 생활용품들이나 비누가 친환경물품들이라 너무 좋아요  사장님도 친절하시고 개인적으로 비누 정말 좋아요 ??
59,마리앤하우스,네이버맵,bbest,2021-02-15,사장님 짱친절하시고 유쾌하세요!
60,마을과마디,네이버맵,튤립누아르,2021-04-04,굿
60,마을과마디,네이버맵,이경민2899,2021-03-27,너무 뒷맛이 씁쓸해요
60,마을과마디,네이버맵,윤6146,2021-04-10,굿
60,마을과마디,네이버맵,빅톨47,2021-03-14,굿
60,마을과마디,네이버맵,보돌,2022-06-09,정말 좋습니다
60,마을과마디,네이버맵,버섯4576,2021-11-17,구경거리가 다양해요
60,마을과마디,네이버맵,멜47,2021-05-05,친절하고 서점이라 더 조아요
60,마을과마디,네이버맵,맑음8787,2021-03-23,화랑대 불빛 보고 따뜩한 커피 한잔 ~~ 좋아요^^
60,마을과마디,네이버맵,럽지20,2021-04-22,좋아요
60,마을과마디,네이버맵,라떼양,2021-04-25,굿
60,마을과마디,네이버맵,디자인애니,2021-06-30,조용하고 좋아요.
60,마을과마디,네이버맵,나사나사,2021-04-20,굿
60,마을과마디,네이버맵,나사나사,2021-04-04,굿굿
60,마을과마디,네이버맵,wnf****,2021-04-20,줄이넘길어요
60,마을과마디,네이버맵,Swan91,2021-04-16,또 방문하겠습니다
60,마을과마디,네이버맵,Swan91,2021-04-22,또 방문하겠습니다
60,마을과마디,네이버맵,sns****,2020-11-08,짱
60,마을과마디,네이버맵,sil****,2022-06-26,이 곳의 분위기♡너무 힐링이예요~~^-^
60,마을과마디,네이버맵,mbv****,2021-12-07,굿
60,마을과마디,네이버맵,kookie29,2021-05-27,반디카페의 추억
60,마을과마디,네이버맵,kookie29,2021-07-29,마을과마디에는 독립서점 지구불시착과 제로웨이스트 매장 '새록'이 있습니다.
60,마을과마디,네이버맵,hongrai7,2022-11-02,커피 맛있어요
60,마을과마디,네이버맵,fun곰,2020-08-14,우와 카페가 너무 예뻐요 북카페인가봐요 책도많고 아기자기 커피맛도 good 입니다~^^
60,마을과마디,네이버맵,etyuu1004,2020-08-22,숨어 있는 감성카페~
60,마을과마디,네이버맵,Emerald,2021-04-18,깔끔하고 좋아요
60,마을과마디,네이버맵,dlQmd,2021-04-04,분위기 짱 저녁에 와도 좋을거같아요
60,마을과마디,네이버맵,cho****,2021-04-10,좋아요
60,마을과마디,네이버맵,cho****,2021-04-10,좋아요
60,마을과마디,네이버맵,cch****,2020-08-06,카페 분위기도 좋고 커피도 맛있습니다!
61,마을상점생활관,카카오맵,째구리,2021-06-06,좋아요 귀여운 강아지 소소가 있어요
61,마을상점생활관,카카오맵,여기저기,2018-07-06,지속가능한 시도이기를 바라요
61,마을상점생활관,카카오맵,롱블랙,2022-05-22,안산에서 몇 안되는 평화로운 곳
61,마을상점생활관,카카오맵,기루❤️,2018-08-10,너무 좋아요 아지트 느낌최근 야간개장도 넘 맘에들어요 :)!!!! 자주 가야지헷
64,만큼,네이버맵,꼬꼬루룰,2022-09-13,굿
64,만큼,네이버맵,개운,2022-04-10,좋아요
64,만큼,네이버맵,개운,2022-04-02,좋아요
64,만큼,네이버맵,개운,2022-06-12,좋아요
64,만큼,네이버맵,감자와고구마,2022-04-10,좋아요
64,만큼,네이버맵,가보자고고,2022-04-10,맛있어요
64,만큼,네이버맵,가보자고고,2022-06-12,좋아요
65,머머상점,네이버맵,조수경88,2022-01-27,제품이 다양하고 사장님이 너무 친절해요 자주 방문할 예정입니다~!
65,머머상점,네이버맵,잔잔9599,2022-02-12,"제로웨이스트 가게가 동네에 생겼다! 넘 싱기방기!! 친환경 제품들도 많고 일반 소품샵처럼 빈티지 토이들도 있었다 ㅎㅎㅎㅎ구경하고 이것저것 만지느라 시간순삭임 ㅠ 휴,, 담달에 월급타면 또 와야징"
65,머머상점,네이버맵,법인카드,2022-10-08,합리적인 가격과 좋은 상품들이 있어요!
65,머머상점,네이버맵,레아킴,2022-03-19,요즘 친환경에 관심이 많은데 물건이 다른데보다 싸고 종류도 많고 좋아요^^ 집 가까이에 생겨서 자주자주 갈 것 같아요. 사장님이 예쁘고 친절합니다
65,머머상점,네이버맵,psm**,2022-10-11,친구소개로 알게되었는데 아기자기한게 많네요~ 사장님도 너무 친절하셔요:)
65,머머상점,네이버맵,ll9****,2022-04-20,선물로 비누를 받았는데 너무 좋아서 내돈내산 했어요!
65,머머상점,네이버맵,Jh2370,2022-01-16,"일단 가게가 넘 예뻐요ㅠㅠ 대형거울 포토존이어서 예쁘게 입고 가세용!!ㅎㅎ 그리고 사장님 너무 친절하시고 친환경에 대해서 설명해주셔서 저도 제로웨이스트, 업사이클링에 푹빠졌어요?? 가격도 합리적이고 가치있는 소비를 하는거 같아서 뿌듯해지는 곳입니다 다들 많이많이 방문하세요!! 가끔가면 예쁘고 친절한 강아지 직원도 있어요!! 사장님 또 방문할게요 감사합니다????"
65,머머상점,네이버맵,dps***,2022-02-26,제로웨이스트에 평소에 관심 많았는데 구미에 이런곳이 있다니?? 보석같은 곳! 찾던 물건들도 다 있고 처음보는 신기한 제품들도 많았어요 ㅎㅎ 사장님 정말 친절하시고 덤으로 강아지도 귀여워요??
66,메리오가닉,네이버맵,뚜르뚜뜨,2020-09-23,오가닉 소품샵이면서 오가닉 카페!! 텀블러 들고가면 할인도 해줘요. 테이블은 2개밖에 없어요?? 입구에 들어가면 향이 좋아요 힐링되는 기분 굿굿
67,메종사도,네이버맵,지비56,2022-11-01,탄소칫솔♡♡♡ 좋아요
67,메종사도,네이버맵,여우셈,2022-11-03,주인이 정말 친절하게 사용 설명을 잘 해주시네요 품질도 좋았어요
67,메종사도,네이버맵,몽실11,2022-10-22,들어가는 입구부터 좋은 향들로 가득차 기분이 너무 좋아지네요~^^ 사장님도 너무 친절하이고 매장넓고 상품이 다양해서 구경할것도 많고 제일 좋은건 제품이 너무좋다는거~!! 다음에 또 방문 예정입니다.
67,메종사도,네이버맵,그저33,2022-11-03,구경 잘했습니다. 잘봤어용??????
67,메종사도,네이버맵,cyj****,2022-10-10,종류가 다양하고 친절해요
67,메종사도,네이버맵,blu****,2022-03-04,굿
68,모뉴먼트,네이버맵,희망1331,2021-07-15,친절하고 좋아요^^
68,모뉴먼트,네이버맵,희망1331,2021-09-29,좋아요^^
68,모뉴먼트,네이버맵,푸우2172,2021-02-17,분위기좋아요~
68,모뉴먼트,네이버맵,푸른바다5453,2021-03-23,조용해서 좋아요.
68,모뉴먼트,네이버맵,쭈얌45,2020-05-19,#영천#모뉴먼트아들들과 갔는데요 조용하구 분위기 너무 좋구요~커피두 맛있구 허니 브래드 넘 맛있게 먹었어요
68,모뉴먼트,네이버맵,쭈얌45,2020-09-09,간만에 커피마시고 왔네요 좋아욧
68,모뉴먼트,네이버맵,쥐방울35,2020-12-11,분위기 너무 좋아요!! 음료도 맛있어요
68,모뉴먼트,네이버맵,조수원6,2021-05-08,괜챦은 장소로 추천합니다.
68,모뉴먼트,네이버맵,쁘니으니,2020-09-18,쪼아용
68,모뉴먼트,네이버맵,블랙라떼,2021-04-26,아인슈페너와는 또 다른 베리에이션입니다~ 맛나요~!!
68,모뉴먼트,네이버맵,무보까,2021-09-03,카페가 조용하고 좋네요
68,모뉴먼트,네이버맵,라리싸,2021-10-07,분위기 괜찮고.. 가격도 다른곳보다는 저렴한편이네요..
68,모뉴먼트,네이버맵,김정열4321,2021-03-03,음료도 맛났구요 너무 친절하셨어요^^
68,모뉴먼트,네이버맵,강나이,2021-09-18,휴식
68,모뉴먼트,네이버맵,sil****,2021-02-27,쪼슴 싱거운뜻
68,모뉴먼트,네이버맵,sil****,2021-03-10,자몽차 쪼금 싱거운것 같았는데 맛은있다.
68,모뉴먼트,네이버맵,Mindbudda,2021-07-15,좋아요
68,모뉴먼트,네이버맵,Mindbudda,2021-09-28,좋아요
68,모뉴먼트,네이버맵,mii117,2020-06-10,사진도 찍을 수 있고 좋아요 사장님도 친절하세요!
68,모뉴먼트,네이버맵,asbbcc00,2020-09-18,분위기좋고 좋아요
68,모뉴먼트,네이버맵,2750,2021-03-13,좋아요
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,조현진9522,2022-06-15,"수원으로 집들이 가다가 들린 제로웨스트 공방 ~ ♥ 집들이 선물 고민하다가 친구가 환경에 관심이 많아 선택한 곳이에요  친절하신 사장님께서 이것저것 권해주신 덕분에 여름대비로 모기 퇴치도 하고 인테리어 소품으로도 넘 예쁜 모스큐브 로 골라서 선물했어요  제품 구매 뿐아니라 클래스도 이뤄지고 있는곳이라 행궁동 데이트코스로도 추천합니당  급하게 선물하고 놀고하느라 사진은 없지만,,,, 저도 행궁동 가는날 제가 쓸 샴푸바 등등 사러 재방문할거에요 ^.~"
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,조현진9522,2022-08-05,"첫번째 방문이후로, 제꺼 사고싶어서 쇼핑했어요  일회용 빨대,수세미를 쓰고 있어서 최선으로 줄여보고자 도자기빨대랑 삼베수세미 구입해봤어요 ??  삼베수세미는 묘책 사장님의 할머님이 직접 뜨신거라 묘책에서만 구매할수있어서 바로 샀는데 물먹으니 빳빳해서 기름기없는건 세제없이도 사용가능해요  그 외도 사고시픈거 넘나 많았지만, 제웨의 본질을 잊지않고? 필요한 시점에 또 갈게요  상품이 점점 다양해지고, 실용성도 넘나 조아서 제로웨이스트 입문자분들께 추천하는 샵입니다 ??"
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,조아40,2022-08-03,굿
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,유연하니까,2022-06-03,"처음부터 끝까지 마음에드는 수업이었습니다!  환경 문제에 대해 경각심도 가지게 되고, 내 몸에 쓰는 제품의 성분, 쓰임도 정확하게 알 수 있어서 뿌듯한 시간이였어요????  같이 갔던 일행은 사실 제로웨이스트가 무슨 뜻인지도 잘 몰랐는데 새롭게 알게된 정보로 환경에 대해 관심가지게 되었어요 ㅋㅋㅋ 계속 신기하다고 하면서 용기내 도전해본대요 ㅋㅋㅋ  제로웨이스트가 아니여도 비누 만들기만해도 이색 데이트 일 것 같아요~??  사장님도 친절하시고 이것저것 물건 구경하기도 부담스럽지않고 편했어요 ㅎㅎ  다음에또 가서 만들고싶네요!"
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,몰트20,2022-06-23,묘책 제로웨이스트 방문기~ 원데이클라스 설거지바 만들어 봤어요 아무래도 처음 받는 클래스이어서 궁금한거 진짜 많아서 사장님께 이것저것 질문드렸는데도 하나하나 친절하게 다 알려주셨어요 또 직접만드는거라 성분에도 안심이 되요! 환경에 관심 있고 색다른 데이트 하고싶다면 묘책방문하고 원데이클라스 강추입니다!!
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,르4,2022-08-21,아기자기한 제로웨이스트 상점
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,김영현52,2022-06-05,"제로웨이스트 샵 방문은 처음인데 너무 친절하게 궁금한 것도 잘 알려주시고, 이쁜 제품들도 많이 구매할 수 있어서 너무 유익한 시간이였습니다!! 감사합니다."
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,김민29,2022-10-16,굿굿
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,갓생갈겨60,2022-07-05,굿
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,sa1t,2022-06-25,독특한 상품이 많아서 좋아요
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,lily2022,2022-08-28,너무 좋아요
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,lily2022,2022-08-28,비누 샀는데 너무 좋아요 애기용이어서 순해요
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,cvb520430,2022-08-28,작지만 알차게 많은 물건들이 있어요!원데이 클래스가 얼른 열리길 바랍니닷!
69,묘책 비누 입욕제 공방 & 제로웨이스트 샵,네이버맵,6609867,2022-06-06,"묘책 제로웨이스트 샵에서 각종 비누도 만들고 비건 젤리도 구경하고 좋은 시간 보내고 왔습니다??  공방 사장님 정말 친절하고 안내도 잘 해주시고 비누 제작할 때 잘 알려주셔서 멋진 비누 나왔네요~ 모기, 해충 기피 바도 해보고 싶었는데 시간이 없어서 다음에 꼭 가려구요~! 설거지바는 퐁퐁보다 더 깨끗하게 세척되고 샴푸바 진짜 신기해요^^ 처음에는 거품 안나는거 아닌가 걱정했는데 거품도 풍성하게 나고 두피가 예민해서 천연 샴푸 써도 밤 되면 간지러웠는데 여기 샴푸바는 두피가 간지럽지 않아서 정말 좋습니다????  친구들이랑 가족이랑 클래스 하러 가면 좋을꺼 같아요~ 물건도 다양하게 많고 저렴해요^^ 강추강추????"
70,무해공간,네이버맵,아몬드봉보옹,2021-11-12,좋아요!!
70,무해공간,네이버맵,사프로87,2022-01-29,너무 좋아요
70,무해공간,네이버맵,머니자스민,2022-03-25,친환경제품 판매하고 재활용 패트병이나 아이스팩 수거해주세요. 너무 좋습니다.
70,무해공간,네이버맵,다나킴,2022-09-30,"짜투리 비누들을 스타킹에 넣어 사용했었는데 새로운 비누 조각들이 생길 때마다 넣기가 불편해서 비누주머니 구매하러 간 김에 그동안 구매욕구 뿜뿜하던 천연 수세미 비누받침과 빨대, 치약짜개를 구매했습니다. 폐플라스틱으로 만든 치약짜개가 부셔졌는데 오랜만에 들린 무해공간에 심플한 치약짜개가 들어와서 바로 구매했어요! 집 근처에 이런 가게가 있어서 참 좋네요 ㅎㅎ"
70,무해공간,네이버맵,나나2652,2022-01-29,친절해요
70,무해공간,네이버맵,고빵꾸,2021-10-11,사장님 너무 친절하시고 의미있는 일 하셔서 응원하고 싶어 잔뜩 구매했네요! 아이가 살아갈 지구에 한 몫 하는 것 같아 기쁩니다.
70,무해공간,네이버맵,강한들,2021-12-11,제로웨이스트 초심자에게 필요한 물건들이 가득가득??? 저는 소락 마스크랑 샴푸바를 사왔어요?? 너무 포근하고 예쁜 공간이랍니다~
70,무해공간,네이버맵,mazinggakim,2021-04-22,사장님 친절하시고 원하는 물건도 다 있었어요
72,밀집,카카오맵,예땀💫,2022-02-03,레몬딜버터도 맛잇궁 깜빠뉴도 짱이궁 그냥 다 짱이에용
72,밀집,카카오맵,람다람쥐,2021-08-25,가격대는 있지만 그만한 가치가 있는 담백한 빵. 치아바타가 정말 맛있어요
72,밀집,카카오맵,남혜옥,2021-08-20,정말 맛있는 식사빵.
72,밀집,카카오맵,ㅇㅁㅇ,2022-02-12,사장님 번창하세요 러뷰러뷰
72,밀집,카카오맵,agormley,2021-04-20,유기농밀 우리밀 사용 빵집. 맛있네요. 가격은 약간 높지만 재료 대비 괜찮아요.
76,바이핸드,네이버맵,joo****,2021-11-11,분위기좋아요
76,바이핸드,네이버맵,ja****,2020-12-05,친절하시고 좋아요^^
76,바이핸드,네이버맵,ja****,2021-04-04,친절해요
76,바이핸드,네이버맵,dms****,2022-05-09,원데이클래스 너무 재밌어요~! 꼼꼼하고 친절하게 하나하나 알려주셔서 좋았습니다. 어버이날 선물로 찰떡이네요??????
76,바이핸드,네이버맵,akaa777,2022-04-29,바이핸드 원데이클래스 너무 좋았어요 :)  체험 난이도가 높지 않아서 만족스러웠어요~ 쌤도 너무너무 친절하시고 중랑역 도보 5분거리에 있어서 위치도 좋았답니다 !  비누도 천연재료로 만들어서 피부 자극없이 사용 가능할 것 같아요~ 무엇보다 향이 너무 좋습니다 ㅎㅎ
77,반지하40,카카오맵,정유선,2022-01-16,언제나 나를 위한 자리가 남아있길 바라는 마음과 언제나 사람이 가득하길 바라는 마음이 공존하는 카페. 크림블랙이 정말 맛있어요!
78,버금상점,네이버맵,서인애83,2022-10-09,아이들과 뜻깊은 시간이였습니다 !!
78,버금상점,네이버맵,tur****,2022-09-23,몸소 느끼는 체험교육으로 아이들에게 환경보호의 계기를 마련 할 수 있었습니다.
78,버금상점,네이버맵,qkr****,2022-10-09,아이들도 재밌게 체험하고 환경교육도 배울수있어서 좋은 경험이었습니다.??
78,버금상점,네이버맵,qkr****,2022-09-23,아이들도 재미있는 체험이 된거같고 환경을 생각하게 되는 좋은 경험인거 같습니다.  앞으로 자주  가고 싶은 곳이네요??
80,베러띵스,네이버맵,예별맘,2022-10-15,분위기도 너무 좋고 커피도 맛있고 디저트도 완전 강추에요!!! 여기 완전 찐 단골각입니다 ㅋㅋ 사진도 너무 잘 나오네요..조명도 이쁘고 인테리어도 이쁘고..사장님 센스 만점!!
81,베러얼스 제로웨이스트샵,네이버맵,지땡이89,2022-06-11,친절하고 다양하게 상품많아서 좋아요!??
81,베러얼스 제로웨이스트샵,네이버맵,졸리28,2022-10-10,조아요
81,베러얼스 제로웨이스트샵,네이버맵,졸리28,2022-10-10,
81,베러얼스 제로웨이스트샵,네이버맵,쏘다팝,2022-02-07,굿
81,베러얼스 제로웨이스트샵,네이버맵,김가든32,2022-08-04,관악구에서 다양한 제로웨이스트&비건상품을 만날 수 있어서 너무 좋았습니다. 상품 질문도 잘 받아주시고 사장님이 엄청 친절하네요!! 세제리필스테이션도 있어서 장보러 올때 챙겨서 갈수있어요! 여기 덕분에 비건 식품도 처음 접했는데 마카롱 맛집입니다 ㅠㅠ 다음에 또 올게요
83,보나커피집,네이버맵,퐁퐁7050,2021-11-02,좋아요
83,보나커피집,네이버맵,잠만보7979,2021-07-06,한라봉에이드 건더기까지 먹고옴ㅋ
83,보나커피집,네이버맵,우라히히,2022-03-30,친절하고 아기자기합니다. 오트밀 어쩌구로도 바꿀 수 있어요.
83,보나커피집,네이버맵,오리4237,2020-12-10,커피가 일단 너무너무 맛있구여 생분해빨대쓰시구 테이크아웃컵이 사탕수수컵이라 첨들어봤는데 넘넘좋네요 사장님도 넘좋아요^^
83,보나커피집,네이버맵,안녕6212,2021-07-10,굿
83,보나커피집,네이버맵,보나6334,2021-07-10,골목에 위치한 아담한
83,보나커피집,네이버맵,바다5014,2022-02-17,커피가 음청 맛있어요~
83,보나커피집,네이버맵,민장붕장,2022-04-22,굿
83,보나커피집,네이버맵,목목,2020-11-25,"자주 가는 카페입니다!!! 분위기도 아늑하고 커피도 너무 맛있어요???? 바닐라빈라떼랑 플랫화이트, 애플시나몬청 꼭! 꼭! 드세요!!!!"
83,보나커피집,네이버맵,목목,2020-12-01,오늘도 역시나 맛있었던 카페 라떼??
83,보나커피집,네이버맵,마리오693,2021-01-24,수제르뱅쿠키! 주인장님이 직접 만드셔서 그런지 더 맛있습니다 :) 짱이에요!! 다른 데서 먹어볼 수 없는 디저트 입니다. 커피가 맛있는 건 이미 소문난 사실~~ 추천합니다.
83,보나커피집,네이버맵,마리오693,2022-02-18,"숨은 맛집, 커피도 수제차도 맛있고 분위기도 최고??"
83,보나커피집,네이버맵,도마도케?,2022-10-05,"제로웨이스트를 실천하는 카페에요. 설거지바나 천연수세미, 대나무 칫솔 등을 저렴한 가격에 파시더라고요. 가지고 있는 칫솔 다 쓰면 여기서 구매할 예정이에요 ㅎㅎ 커피는 원두를 선택할순 없었지만 스페셜티라 그런지 적당한 산미와 고소함이 제 입맛에 딱 맞았습니다! 유리빨대 느낌도좋아서 구매할까 고민이 되네요 ㅋㅋ 평일 점심쯤 갔더니 ,조용하게 있다가 갈 수 있어서 좋았습니다~ 비건쿠키도 파시던데 담에 가서 먹어보려구요!"
83,보나커피집,네이버맵,뀨앤쏘,2020-03-07,여기 진짜 나만 알고싶은 카페에요ㅠ 안락하고 조용한 분위기로 카페가 예쁘기도하지만 무엇보다 커피가 진짜 맛있어요! 요즘에 예쁘기만하고 커피 맛없는데 많은데 여기는 커피가 정말 맛나요?? 유기농쿠키도 맛있네요ㅋㅋㅋ 친환경 테이크아웃 컵을 쓰는 점도 참 좋습니당
83,보나커피집,네이버맵,yong9458,2021-07-10,굿
83,보나커피집,네이버맵,Lucy1526,2020-03-21,일단 맛있어요 카페도 너무 아기자기하고 커피 에이드 디저트 다 너무 만족이에요^^
83,보나커피집,네이버맵,job0907,2022-03-09,맛있어요
83,보나커피집,네이버맵,he****,2021-07-10,굿
83,보나커피집,네이버맵,Crystalclear,2021-06-24,조용하고 아담한 교동 카페 :) 친환경에 신경을 많이 써주셨어요 커피가 조금 더 진했으면 좋겠어요.
84,보탬상점,네이버맵,푸르른94,2022-06-03,멀지만 리필을 위해 가봤네요~이런곳이 많이 생기길?
84,보탬상점,네이버맵,파란바람245,2022-02-09,깨끗이 씻어 말린 용기를 가져가 좋은 성분들로 정직하게 만든 제품을 합리적인 가격에 알맹이만 담아올 수 있어 좋아요.
84,보탬상점,네이버맵,젤작은,2022-11-04,처음 써봐요
84,보탬상점,네이버맵,전안나,2022-09-20,좋아요!
84,보탬상점,네이버맵,작가이사원,2022-03-19,조아요
84,보탬상점,네이버맵,오뚜기영쑥62,2022-08-13,굿
84,보탬상점,네이버맵,쏭9618,2022-05-04,리필샵으로 좋아요 :)
84,보탬상점,네이버맵,보리39,2022-04-26,상품도 좋고 친절합니다
84,보탬상점,네이버맵,미나라비,2022-10-05,플라스틱 다이소 솔을 구매하려다가 이걸로 구매했어요~ 사용감은 좋습니다
84,보탬상점,네이버맵,느낌적인맛,2022-10-08,좋아요!
84,보탬상점,네이버맵,꼬맹이8737,2022-02-15,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-03-21,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-04-16,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-05-02,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-06-21,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-07-15,좋아요
84,보탬상점,네이버맵,꼬맹이8737,2022-07-17,좋아요
84,보탬상점,네이버맵,고미연36,2022-11-04,체험용으로 사용해볼 수 있는 제품이 있어서 좋았어요
84,보탬상점,네이버맵,wc_****,2022-03-26,굿
84,보탬상점,네이버맵,wc_****,2022-06-05,굿
84,보탬상점,네이버맵,leh****,2022-05-18,저렴한 가격에 여러가지 득템
84,보탬상점,네이버맵,jun****,2022-08-13,맛있어요
84,보탬상점,네이버맵,idl****,2022-10-20,감사합니다
84,보탬상점,네이버맵,green9727,2022-02-07,좋아요??????
84,보탬상점,네이버맵,esa****,2022-07-02,의류가격이 합리적인데 좀더 다양한 상품들이 있었으면 좋겠어요
84,보탬상점,네이버맵,chf****,2022-09-13,중화역에서 가깝고 매장안이 너무 예쁘고 친환경 상품이 많아요 세제 샴푸등은 용기만 가지고가면 담아서 사올수 있어 좋아요
84,보탬상점,네이버맵,cannele,2022-04-16,친절친절 좋은 상품들도 많어욤??????
84,보탬상점,네이버맵,ali****,2022-08-06,저렴하게 리필스테이션을 이용할수 있어서 너무 좋습니다!
85,보틀라운지,카카오맵,🍒,2021-12-13,오래오래 보고싶은 카페
85,보틀라운지,네이버맵,호2644,2022-07-31,메뉴도 맛있고 공간도 쾌적해요!
85,보틀라운지,네이버맵,플수니,2021-11-28,?? 일회용품은 아웃! 다양성은 웰컴!하는 카페
85,보틀라운지,카카오맵,팽,2020-08-01,플라스틱프리카페이고 각종 환경개선 관련 책들이 구비되어 있어서 시간내서 들리기 좋은 카페입니다. 커피도 맛있어요!
85,보틀라운지,네이버맵,코타키나,2022-07-23,인테리어가 멋지고 아이스라떼도 고소해요
85,보틀라운지,카카오맵,코다리,2021-12-31,좋다
85,보틀라운지,카카오맵,취두부,2021-02-04,강아지 산책 맛집아포가토가 레전드
85,보틀라운지,카카오맵,최세진,2022-06-03,호호호호 언제나 좋아요 커피도 맛있어요 ~
85,보틀라운지,카카오맵,제리,2018-11-25,"커피도 좋았고, 인테리어도 인상 깊었음."
85,보틀라운지,카카오맵,점수 잘주는 애,2021-10-15,아메리카노와 스콘 주로 주문하고 자주 가는 카페Good : 댕댕이 많이 와서 보는 것 만으로 힐링스콘이 속이 아프지 않아 좋아함 맛도 좋음시끄럽지 않아 책읽기 좋음Bad: 음료양은 나만 적다고 느끼는 건지 몇 모금 마시면 없음아메리카노 산미 강함(개취이며 불호)총평: 댕댕이 자주 볼 수 있음 여태 무례한 댕댕이 손님은 못 봤음 (갱얼쥐 안좋아하면 별로일지도)음료양이 항상 적다고 느껴짐
85,보틀라운지,카카오맵,이가은,2022-02-16,좋아요
85,보틀라운지,네이버맵,윤쿠니,2022-05-31,커피맛도 좋고 분위기도 좋아요!
85,보틀라운지,네이버맵,윤3359,2021-07-20,강아지들 볼수있는곳 ㅎㅎ
85,보틀라운지,카카오맵,유유,2020-06-04,완벽해요
85,보틀라운지,카카오맵,우너,2022-03-01,이런 곳이 많아져야해요.. 환경 보호 합시다
85,보틀라운지,카카오맵,예인,2022-03-31,내가 우리 동네를 좋아하는 이유 중 하나. 6점 주고 싶은데 가격이 싸진 않아서 1점 뺍니다..
85,보틀라운지,네이버맵,안녕바버,2022-07-10,괜찮아요~
85,보틀라운지,네이버맵,안녕바버,2022-07-10,좋아요~
85,보틀라운지,네이버맵,신멍멍,2022-08-21,두유 밀크티 !
85,보틀라운지,카카오맵,샐리,2022-02-17,주말 오전 혼자 텀블러들고 책보러 오기 좋은 곳. 의식있는 공간.
85,보틀라운지,네이버맵,뽀이뽀이67,2022-05-06,좋아요
85,보틀라운지,카카오맵,빵쟁이,2021-10-17,오지아이스 맛있고사장님 친절하심
85,보틀라운지,네이버맵,빛나는설탕,2022-04-02,늘 애정하는 공간
85,보틀라운지,네이버맵,비움은채움이다,2022-04-02,커피가 진하지 않고 부드러워요
85,보틀라운지,네이버맵,베아트,2022-10-29,비건푸드 제로웨이스트상품들 구매할 수 있어서 좋아요. 커피는 산미가 있어요. 두유스콘이 인상적. 비건버터 처음 먹어봤는데 그냥 버터보다 맛있어요.
85,보틀라운지,카카오맵,박소운,2018-09-24,음악도 좋고 실내 온도도 좋고 인테리어도 예뻤어요~ 음료도 굿지구를 러브 하시는 분들은 가보세요~>_<
85,보틀라운지,네이버맵,바콜브,2022-10-02,"비건 디저트 + 오트라떼 맛나게 먹었습니당! 친환경 제품들도 있고 리필스테션, 식재료들도 소량씩 판매하고 있어 좋아요..!"
