shop_id,shop_name,nkreview_source,nkreview_nick,nkreview_reg_date,nkreview_content
14,그로잉,네이버맵,랄라9649,2022-09-20,굿굿
14,그로잉,네이버맵,뚜비뚜밥38,2022-09-23,너무 죠와 ㅜ
14,그로잉,네이버맵,똥강지,2022-04-21,마음의 짐을 덜어요.비가와서 따뜻한 차를 마셔요.수세미 사러 왔다가 눌러앉..^^
14,그로잉,네이버맵,두부55,2022-10-06,좋아요. 이런 곳이 더더 많아지길 바래요. 번창하세요! 친절하게 해주셔 감사합니다
14,그로잉,네이버맵,농이,2021-11-17,"자주 들리는 동네 카페♥? 몇 번 갔지만 인증은 처음이에요 일단 음료 맛있고, 의외로 떡볶이 맛집이라는거?? 사장님도 너무 친절하시고, 날이 좋을 때는 마당에서 강아지도 함께 할 수 있어서 자주 들립니다~! 늘 들리면 힐링하고 가요♥?"
14,그로잉,네이버맵,나도몰라,2022-08-30,크림코르타도 너무 맛있고 텀블ㄹㅓ 할인이 천원이나 돼서 너무 좋아요
14,그로잉,네이버맵,꼼지락꼼지랍,2022-07-23,시그니처 음료 (연유크림라떼)인데 지인짜 존맛
14,그로잉,네이버맵,귤9575,2022-08-10,"샌드위치 떡볶이 음료 다 맛있었어요인테리어, 분위기도 좋고 제로웨이스트샵도 있고 넘좋아요"
14,그로잉,네이버맵,wsx****,2022-09-27,유익한하고 힐링되는 공간입니당????
14,그로잉,네이버맵,thumb100,2022-07-20,굿
14,그로잉,네이버맵,sentimental1,2022-09-25,분위기 아늑하고 샌드위치랑 음료 맛있어요. 자원순환 하는 카페라서 좋아요
14,그로잉,네이버맵,man****,2022-08-09,힐링하고 왔어요♡
14,그로잉,네이버맵,kimnaldo,2022-08-08,리틀 포레스트 너무 맛있어요. 또 마시고 싶어요.
14,그로잉,네이버맵,joywithsea,2022-07-13,제로웨이스트 샵이라고 해서 방문해봤는데 친절하시고 아기자기해서 기대이상으로 좋았어요:)♡또 가고 싶지만 샌드위치는 안 먹을 거 같아요!ㅠㅠ 음료도 예쁜데 가격대가 있네용..
14,그로잉,네이버맵,jayda,2022-06-10,분위기 좋아용
14,그로잉,네이버맵,caffemocha5481,2022-06-10,너무 친절하시고 커피음료도 맛있구여 분위기도 좋네요~
14,그로잉,네이버맵,bbm****,2022-10-19,꼬숩라떼 비건??너무 맛있었어요!!! 친절하시고 매장도 예쁘고 제로웨이스트 샵도 너무 좋아요?? 멀리서 찾아왔다고 서비스도 주셨어요ㅎㅎ 담에 꼭 다시 올게요:)
15,그리니,카카오맵,요깅,2021-12-10,종류가 많고 친절해요
15,그리니,카카오맵,비바,2022-01-16,좋아요
16,그리니지구,네이버맵,김진영920,2021-12-31,항상 친절하시고 모르는거에 대해서 잘설명해주십니다!
16,그리니지구,네이버맵,김진영920,2022-01-27,저번에 이어서 오늘은 온몸비누바를 사러왔습니다! 비누망에 넣어서 쓰면좋다고하셔서 같이구매했는데 향도좋고 환경도 아끼고 기대가되네요~
17,그린그루브 본점,네이버맵,하모뮤직40,2022-07-02,산미가 강해요 ㅠㅠㅠ
17,그린그루브 본점,네이버맵,치킨리조또39,2022-11-08,굿
17,그린그루브 본점,네이버맵,참꽃2000,2022-06-24,좋아요
17,그린그루브 본점,네이버맵,쭈니1068,2022-10-22,잘먹을께요 ㅋ
17,그린그루브 본점,네이버맵,백점인생,2022-04-30,맛있어요
17,그린그루브 본점,네이버맵,민84,2022-10-07,커피가 맛있어요~~
17,그린그루브 본점,네이버맵,멸치대왕,2022-11-04,맛있고 친절해요
17,그린그루브 본점,네이버맵,멸치대왕,2022-05-09,굿
